t,N_pred,index
0,10.621029058653367,232
0.10101010101010101,10.823965728502769,232
0.20202020202020202,11.03077992205935,232
0.30303030303030304,11.241545727412317,232
0.40404040404040403,11.456338648256663,232
0.5050505050505051,11.67523563094122,232
0.6060606060606061,11.89831509203354,232
0.7070707070707071,12.125656946411473,232
0.8080808080808081,12.357342635891454,232
0.9090909090909091,12.593455158403824,232
1.0101010101010102,12.834079097725601,232
1.1111111111111112,13.079300653781347,232
1.2121212121212122,13.329207673522992,232
1.3131313131313131,13.583889682399711,232
1.4141414141414141,13.843437916429057,232
1.5151515151515151,14.107945354880906,232
1.6161616161616161,14.37750675358589,232
1.7171717171717171,14.652218678880246,232
1.8181818181818181,14.932179542199282,232
1.9191919191919191,15.217489635331773,232
2.0202020202020203,15.508251166348012,232
2.121212121212121,15.804568296214315,232
2.2222222222222223,16.106547176107128,232
2.323232323232323,16.4142959854401,232
2.4242424242424243,16.72792497061773,232
2.525252525252525,17.047546484529516,232
2.6262626262626263,17.37327502679865,232
2.727272727272727,17.705227284799847,232
2.8282828282828283,18.043522175460804,232
2.929292929292929,18.388280887862457,232
3.0303030303030303,18.739626926653102,232
3.131313131313131,19.097686156292134,232
3.2323232323232323,19.462586846139068,232
3.3333333333333335,19.834459716404144,232
3.4343434343434343,20.213437984976878,232
3.5353535353535355,20.599657415149377,232
3.6363636363636362,20.993256364251486,232
3.7373737373737375,21.394375833215268,232
3.8383838383838382,21.803159517086453,232
3.9393939393939394,22.21975385650104,232
4.040404040404041,22.64430809014546,232
4.141414141414141,23.07697430821912,232
4.242424242424242,23.517907506918416,232
4.343434343434343,23.967265643961813,232
4.444444444444445,24.425209695175834,232
4.545454545454545,24.891903712162243,232
4.646464646464646,25.36751488106706,232
4.747474747474747,25.852213582472515,232
4.848484848484849,26.34617345243333,232
4.94949494949495,26.84957144467924,232
5.05050505050505,27.362587894006005,232
5.151515151515151,27.88540658087769,232
5.252525252525253,28.41821479726321,232
5.353535353535354,28.961203413730924,232
5.454545454545454,29.514566947825127,232
5.555555555555555,30.07850363374907,232
5.656565656565657,30.653215493379374,232
5.757575757575758,31.23890840863736,232
5.858585858585858,31.83579219524317,232
5.959595959595959,32.444080677879086,232
6.0606060606060606,33.063991766789044,232
6.161616161616162,33.695747535841704,232
6.262626262626262,34.33957430208509,232
6.363636363636363,34.995702706821305,232
6.4646464646464645,35.6643677982303,232
6.565656565656566,36.345809115572365,232
6.666666666666667,37.040270774999506,232
6.767676767676767,37.74800155700638,232
6.8686868686868685,38.469254995552205,232
6.96969696969697,39.2042894688855,232
7.070707070707071,39.953368292104194,232
7.171717171717171,40.71675981148435,232
7.2727272727272725,41.49473750061124,232
7.373737373737374,42.287580058347054,232
7.474747474747475,43.09557150867069,232
7.575757575757575,43.91900130242508,232
7.6767676767676765,44.75816442100861,232
7.777777777777778,45.61336148204772,232
7.878787878787879,46.48489884708883,232
7.979797979797979,47.373088731347615,232
8.080808080808081,48.27824931555553,232
8.181818181818182,49.20070485994325,232
8.282828282828282,50.140785820402094,232
8.383838383838384,51.09882896686484,232
8.484848484848484,52.075177503948545,232
8.585858585858587,53.07018119390245,232
8.686868686868687,54.0841964819051,232
8.787878787878787,55.11758662375544,232
8.88888888888889,56.17072181600387,232
8.98989898989899,57.24397932856943,232
9.09090909090909,58.33774363989132,232
9.191919191919192,59.452406574662426,232
9.292929292929292,60.588367444194624,232
9.393939393939394,61.74603318946618,232
9.494949494949495,62.92581852690217,232
9.595959595959595,64.12814609694051,232
9.696969696969697,65.35344661543652,232
9.797979797979798,66.6021590279604,232
9.8989898989899,67.87473066704302,232
10,69.17161741242599,232
